"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"NAME"
"Legacy Closing Rates"

"DESCRIPTION"
"The legacy exchange rates were last updated 28 April 2017 and will not be updated in future. Exchange rates are expressed as 1 unit of the foreign currency converted into Canadian dollars. All Bank of Canada exchange rates are indicative rates only."

"LINK"
"https://www.bankofcanada.ca/?p=190915"

"SERIES"
"id","label","description"
"IEXE1601.CL","AUD_CLOSE","Australian dollar (close)"
"IEXE0301.CL","DKK_CLOSE","Danish krone (close)"
"EUROCAE01.CL","EUR_CLOSE","European Euro (close)"
"IEXE1401.CL","HKD_CLOSE","Hong Kong dollar (close)"
"IEXE0701.CL","JPY_CLOSE","Japanese yen (close)"
"IEXE2001.CL","MXN_CLOSE","Mexican peso (close)"
"IEXE1901.CL","NZD_CLOSE","New Zealand dollar (close)"
"IEXE0901.CL","NOK_CLOSE","Norwegian krone (close)"
"IEXE1001.CL","SEK_CLOSE","Swedish krona (close)"
"IEXE1101.CL","CHF_CLOSE","Swiss franc (close)"
"IEXE1201.CL","GBP_CLOSE","U.K. pound sterling (close)"
"IEXE0102","USD_CLOSE","U.S. dollar (close)"
"IEXE0103","USD_HIGH","U.S. dollar (high)"
"IEXE0104","USD_LOW","U.S. dollar (low)"
"IEXE0106","USD_CLOSE_90_DAY","U.S. dollar closing,90-day"

"OBSERVATIONS"
"date","IEXE1601.CL","IEXE0301.CL","EUROCAE01.CL","IEXE1401.CL","IEXE0701.CL","IEXE2001.CL","IEXE1901.CL","IEXE0901.CL","IEXE1001.CL","IEXE1101.CL","IEXE1201.CL","IEXE0102","IEXE0103","IEXE0104","IEXE0106"
"2009-03-04","0.8295","0.2163","1.6117","0.164374","0.01287","0.08369","0.6463","0.1808","0.1411","1.0890","1.8071","1.2754","1.2902","1.2712","1.2742"
"2009-03-05","0.8210","0.2172","1.6179","0.166093","0.01316","0.08365","0.6412","0.1814","0.1385","1.1014","1.8202","1.2884","1.2913","1.2782","1.2869"
"2009-03-06","0.8239","0.2182","1.6257","0.165893","0.01309","0.08460","0.6454","0.1819","0.1396","1.1093","1.8102","1.2865","1.2898","1.2765","1.2848"
"2009-03-09","0.8204","0.2198","1.6378","0.167506","0.01314","0.08370","0.6401","0.1817","0.1413","1.1212","1.7917","1.2991","1.3066","1.2928","1.2971"
"2009-03-10","0.8275","0.2186","1.6290","0.165711","0.01302","0.08429","0.6448","0.1830","0.1443","1.1062","1.7668","1.2852","1.2893","1.2725","1.2832"
"2009-03-11","0.8365","0.2218","1.6523","0.165853","0.01323","0.08529","0.6507","0.1870","0.1471","1.1156","1.7837","1.2862","1.2904","1.2751","1.2845"
"2009-03-12","0.8370","0.2218","1.6536","0.164978","0.01310","0.08704","0.6658","0.1865","0.1488","1.0801","1.7844","1.2791","1.2947","1.2768","1.2776"
"2009-03-13","0.8366","0.2204","1.6434","0.164146","0.01298","0.08781","0.6671","0.1862","0.1474","1.0714","1.7788","1.2725","1.2820","1.2627","1.2711"
"2009-03-16","0.8389","0.2213","1.6499","0.164289","0.01297","0.08936","0.6744","0.1862","0.1495","1.0749","1.7900","1.2735","1.2740","1.2635","1.2722"
"2009-03-17","0.8398","0.2215","1.6512","0.163672","0.01287","0.09038","0.6728","0.1879","0.1501","1.0728","1.7811","1.2688","1.2768","1.2676","1.2676"
"2009-03-18","0.8461","0.2257","1.6816","0.160772","0.01296","0.08948","0.6815","0.1908","0.1544","1.0930","1.7791","1.2463","1.2753","1.2462","1.2451"
"2009-03-19","0.8492","0.2271","1.6923","0.159690","0.01309","0.08709","0.6868","0.1952","0.1556","1.1016","1.7974","1.2377","1.2405","1.2192","1.2367"
"2009-03-20","0.8501","0.2257","1.6815","0.159934","0.01292","0.08721","0.6918","0.1938","0.1519","1.0976","1.7899","1.2395","1.2450","1.2320","1.2384"
"2009-03-23","0.8612","0.2240","1.6685","0.157745","0.01260","0.08572","0.6993","0.1949","0.1531","1.0877","1.7826","1.2225","1.2371","1.2224","1.2213"
"2009-03-24","0.8567","0.2224","1.6568","0.158942","0.01260","0.08563","0.6928","0.1923","0.1511","1.0884","1.8056","1.2318","1.2321","1.2210","1.2306"
"2009-03-25","0.8567","0.2243","1.6704","0.158518","0.01261","0.08618","0.6955","0.1886","0.1522","1.0971","1.7876","1.2285","1.2354","1.2219","1.2271"
"2009-03-26","0.8631","0.2230","1.6608","0.158578","0.01245","0.08672","0.7063","0.1881","0.1531","1.0895","1.7758","1.2289","1.2337","1.2240","1.2273"
"2009-03-27","0.8571","0.2209","1.6456","0.159662","0.01264","0.08645","0.7051","0.1862","0.1512","1.0821","1.7697","1.2374","1.2445","1.2342","1.2359"
"2009-03-30","0.8575","0.2236","1.6650","0.162813","0.01298","0.08815","0.7086","0.1852","0.1517","1.0985","1.7990","1.2618","1.2650","1.2492","1.2604"
"2009-03-31","0.8769","0.2250","1.6755","0.162739","0.01274","0.08907","0.7198","0.1877","0.1534","1.1080","1.8095","1.2613","1.2655","1.2518","1.2599"
"2009-04-01","0.8818","0.2240","1.6684","0.162713","0.01278","0.09073","0.7169","0.1878","0.1539","1.1001","1.8206","1.2610","1.2707","1.2575","1.2599"
"2009-04-02","0.8884","0.2240","1.6680","0.160119","0.01247","0.09023","0.7169","0.1892","0.1546","1.0919","1.8246","1.2409","1.2511","1.2339","1.2400"
"2009-04-03","0.8804","0.2228","1.6594","0.158760","0.01227","0.09080","0.7222","0.1883","0.1546","1.0878","1.8243","1.2304","1.2457","1.2297","1.2293"
"2009-04-06","0.8840","0.2230","1.6605","0.159801","0.01226","0.09119","0.7277","0.1885","0.1543","1.0894","1.8257","1.2385","1.2442","1.2324","1.2373"
"2009-04-07","0.8803","0.2204","1.6422","0.159715","0.01233","0.09184","0.7114","0.1851","0.1511","1.0835","1.8231","1.2378","1.2473","1.2331","1.2367"
"2009-04-08","0.8772","0.2201","1.6399","0.159655","0.01242","0.09250","0.7147","0.1852","0.1496","1.0774","1.8168","1.2373","1.2400","1.2309","1.2362"
"2009-04-09","0.8805","0.2164","1.6125","0.158089","0.01220","0.09372","0.7150","0.1842","0.1479","1.0594","1.7964","1.2252","1.2335","1.2210","1.2241"
"2009-04-13","0.8913","0.2189","1.6309","0.157321","0.01219","0.09288","0.7209","0.1856","0.1496","1.0774","1.8103","1.2193","1.2301","1.2165","1.2182"
"2009-04-14","0.8797","0.2164","1.6117","0.156645","0.01228","0.09198","0.7074","0.1834","0.1488","1.0680","1.8107","1.2140","1.2182","1.2062","1.2129"
"2009-04-15","0.8760","0.2136","1.5909","0.155255","0.01211","0.09242","0.6997","0.1794","0.1457","1.0524","1.8038","1.2032","1.2162","1.2013","1.2023"
"2009-04-16","0.8697","0.2138","1.5929","0.156078","0.01218","0.09235","0.6908","0.1811","0.1455","1.0535","1.8054","1.2096","1.2148","1.1982","1.2087"
"2009-04-17","0.8760","0.2124","1.5827","0.156776","0.01224","0.09254","0.6874","0.1811","0.1436","1.0407","1.7963","1.2150","1.2179","1.2093","1.2141"
"2009-04-20","0.8623","0.2149","1.6007","0.159809","0.01266","0.09224","0.6807","0.1814","0.1425","1.0594","1.8007","1.2385","1.2388","1.2272","1.2376"
"2009-04-21","0.8804","0.2147","1.5997","0.159499","0.01252","0.09419","0.6963","0.1821","0.1445","1.0581","1.8138","1.2363","1.2507","1.2325","1.2351"
"2009-04-22","0.8756","0.2163","1.6114","0.160005","0.01265","0.09390","0.6884","0.1845","0.1470","1.0649","1.7948","1.2400","1.2477","1.2329","1.2389"
"2009-04-23","0.8737","0.2159","1.6081","0.157910","0.01250","0.09281","0.6862","0.1849","0.1478","1.0634","1.8019","1.2238","1.2388","1.2227","1.2229"
"2009-04-24","0.8742","0.2150","1.6018","0.156090","0.01246","0.09081","0.6926","0.1842","0.1491","1.0615","1.7731","1.2097","1.2199","1.2073","1.2089"
"2009-04-27","0.8661","0.2134","1.5893","0.157356","0.01260","0.08745","0.6910","0.1809","0.1491","1.0555","1.7852","1.2195","1.2217","1.2076","1.2186"
"2009-04-28","0.8623","0.2154","1.6042","0.157487","0.01266","0.08811","0.6821","0.1828","0.1495","1.0672","1.7850","1.2205","1.2259","1.2164","1.2196"
"2009-04-29","0.8727","0.2141","1.5939","0.155229","0.01234","0.08773","0.6876","0.1824","0.1492","1.0579","1.7774","1.2030","1.2073","1.1990","1.2021"
"2009-04-30","0.8671","0.2119","1.5784","0.153934","0.01210","0.08641","0.6749","0.1817","0.1483","1.0451","1.7647","1.1930","1.1977","1.1875","1.1922"
"2009-05-01","0.8659","0.2112","1.5732","0.153012","0.01195","0.08587","0.6760","0.1812","0.1476","1.0438","1.7685","1.1859","1.1954","1.1831","1.1850"
"2009-05-04","0.8680","0.2112","1.5728","0.151418","0.01186","0.08867","0.6742","0.1806","0.1487","1.0419","1.7607","1.1735","1.1884","1.1733","1.1727"
"2009-05-05","0.8733","0.2104","1.5672","0.151760","0.01188","0.08866","0.6824","0.1790","0.1477","1.0373","1.7736","1.1761","1.1792","1.1677","1.1753"
"2009-05-06","0.8728","0.2087","1.5541","0.150425","0.01186","0.08876","0.6815","0.1787","0.1475","1.0301","1.7648","1.1658","1.1795","1.1653","1.1651"
"2009-05-07","0.8836","0.2107","1.5692","0.151293","0.01184","0.08905","0.6929","0.1808","0.1487","1.0371","1.7599","1.1725","1.1765","1.1637","1.1718"
"2009-05-08","0.8829","0.2103","1.5668","0.148351","0.01168","0.08803","0.6932","0.1812","0.1502","1.0390","1.7519","1.1497","1.1625","1.1495","1.1489"
"2009-05-11","0.8849","0.2126","1.5836","0.150427","0.01197","0.08863","0.7015","0.1807","0.1493","1.0503","1.7635","1.1658","1.1658","1.1530","1.1650"
"2009-05-12","0.8885","0.2128","1.5848","0.149933","0.01206","0.08788","0.7042","0.1800","0.1490","1.0510","1.7741","1.1620","1.1699","1.1540","1.1612"
"2009-05-13","0.8837","0.2145","1.5971","0.151725","0.01234","0.08832","0.6941","0.1800","0.1487","1.0618","1.7801","1.1759","1.1778","1.1605","1.1752"
"2009-05-14","0.8904","0.2144","1.5969","0.151098","0.01223","0.08866","0.6994","0.1810","0.1494","1.0601","1.7831","1.1710","1.1790","1.1685","1.1703"
"2009-05-15","0.8840","0.2136","1.5906","0.152127","0.01239","0.08888","0.6911","0.1804","0.1490","1.0508","1.7883","1.1791","1.1807","1.1648","1.1784"
"2009-05-19","0.8967","0.2118","1.5768","0.149169","0.01204","0.08926","0.6960","0.1800","0.1508","1.0427","1.7912","1.1563","1.1622","1.1523","1.1557"
"2009-05-20","0.8842","0.2109","1.5700","0.147111","0.01204","0.08757","0.6899","0.1778","0.1498","1.0356","1.7966","1.1404","1.1508","1.1363","1.1398"
"2009-05-21","0.8839","0.2125","1.5825","0.146781","0.01207","0.08645","0.6922","0.1784","0.1514","1.0411","1.8043","1.1380","1.1483","1.1360","1.1374"
"2009-05-22","0.8784","0.2107","1.5688","0.144512","0.01182","0.08495","0.6951","0.1768","0.1503","1.0328","1.7821","1.1203","1.1290","1.1188","1.1196"
"2009-05-25","0.8786","0.2114","1.5741","0.144944","0.01185","0.08549","0.6974","0.1774","0.1500","1.0373","1.7878","1.1235","1.1279","1.1224","1.1228"
"2009-05-26","0.8792","0.2098","1.5627","0.144190","0.01177","0.08494","0.6981","0.1748","0.1480","1.0308","1.7803","1.1178","1.1328","1.1163","1.1171"
"2009-05-27","0.8707","0.2090","1.5558","0.144385","0.01176","0.08451","0.6900","0.1746","0.1458","1.0294","1.7921","1.1195","1.1205","1.1098","1.1188"
"2009-05-28","0.8754","0.2088","1.5541","0.143792","0.01150","0.08420","0.6948","0.1732","0.1449","1.0275","1.7772","1.1148","1.1235","1.1107","1.1141"
"2009-05-29","0.8742","0.2072","1.5433","0.140825","0.01146","0.08288","0.6999","0.1732","0.1442","1.0226","1.7647","1.0917","1.1019","1.0898","1.0910"
"2009-06-01","0.8847","0.2074","1.5446","0.140749","0.01129","0.08250","0.7113","0.1769","0.1474","1.0190","1.7937","1.0910","1.0925","1.0797","1.0903"
"2009-06-02","0.8879","0.2079","1.5480","0.139469","0.01132","0.08201","0.7108","0.1753","0.1446","1.0189","1.7935","1.0810","1.0880","1.0789","1.0803"
"2009-06-03","0.8857","0.2107","1.5688","0.142980","0.01155","0.08297","0.7021","0.1747","0.1436","1.0356","1.8059","1.1084","1.1119","1.0859","1.1077"
"2009-06-04","0.8805","0.2088","1.5554","0.141503","0.01134","0.08291","0.6957","0.1744","0.1436","1.0258","1.7750","1.0968","1.1161","1.0929","1.0962"
"2009-06-05","0.8870","0.2098","1.5626","0.144374","0.01132","0.08422","0.7008","0.1744","0.1437","1.0301","1.7877","1.1190","1.1204","1.0963","1.1184"
"2009-06-08","0.8802","0.2086","1.5534","0.144071","0.01135","0.08311","0.6923","0.1737","0.1425","1.0238","1.7943","1.1168","1.1250","1.1140","1.1162"
"2009-06-09","0.8843","0.2086","1.5533","0.142330","0.01133","0.08117","0.6918","0.1741","0.1437","1.0239","1.8011","1.1032","1.1066","1.0982","1.1026"
"2009-06-10","0.8903","0.2082","1.5504","0.142935","0.01128","0.08158","0.6949","0.1737","0.1437","1.0253","1.8123","1.1080","1.1165","1.0985","1.1074"
"2009-06-11","0.9039","0.2090","1.5563","0.142339","0.01130","0.08261","0.7096","0.1747","0.1446","1.0304","1.8295","1.1032","1.1075","1.0948","1.1026"
"2009-06-12","0.9092","0.2102","1.5649","0.144247","0.01136","0.08343","0.7185","0.1763","0.1455","1.0345","1.8367","1.1179","1.1249","1.1158","1.1173"
"2009-06-15","0.8996","0.2098","1.5621","0.146109","0.01158","0.08466","0.7149","0.1750","0.1441","1.0368","1.8476","1.1324","1.1377","1.1266","1.1318"
"2009-06-16","0.9016","0.2109","1.5701","0.146393","0.01176","0.08401","0.7163","0.1767","0.1447","1.0422","1.8628","1.1346","1.1363","1.1223","1.1340"
"2009-06-17","0.8985","0.2120","1.5781","0.145928","0.01183","0.08431","0.7170","0.1774","0.1442","1.0478","1.8554","1.1310","1.1450","1.1284","1.1304"
"2009-06-18","0.9066","0.2115","1.5741","0.146231","0.01173","0.08450","0.7243","0.1769","0.1433","1.0428","1.8513","1.1333","1.1365","1.1234","1.1326"
"2009-06-19","0.9144","0.2127","1.5829","0.146467","0.01180","0.08489","0.7311","0.1773","0.1436","1.0504","1.8727","1.1351","1.1365","1.1250","1.1345"
"2009-06-22","0.9083","0.2147","1.5981","0.148710","0.01202","0.08642","0.7271","0.1760","0.1442","1.0610","1.8847","1.1526","1.1557","1.1446","1.1520"
"2009-06-23","0.9143","0.2175","1.6190","0.148381","0.01207","0.08607","0.7362","0.1779","0.1457","1.0778","1.8924","1.1500","1.1583","1.1463","1.1494"
"2009-06-24","0.9183","0.2158","1.6069","0.148708","0.01207","0.08663","0.7380","0.1780","0.1455","1.0508","1.8938","1.1525","1.1560","1.1418","1.1519"
"2009-06-25","0.9274","0.2172","1.6173","0.149185","0.01206","0.08751","0.7458","0.1783","0.1461","1.0563","1.8931","1.1562","1.1635","1.1542","1.1556"
"2009-06-26","0.9314","0.2181","1.6239","0.148926","0.01212","0.08732","0.7453","0.1790","0.1483","1.0674","1.9073","1.1542","1.1564","1.1445","1.1536"
"2009-06-29","0.9347","0.2187","1.6286","0.149255","0.01205","0.08770","0.7524","0.1806","0.1506","1.0682","1.9161","1.1567","1.1601","1.1509","1.1561"
"2009-06-30","0.9371","0.2191","1.6316","0.150066","0.01207","0.08832","0.7504","0.1809","0.1508","1.0704","1.9134","1.1630","1.1640","1.1511","1.1624"
"2009-07-02","0.9235","0.2185","1.6273","0.149971","0.01212","0.08773","0.7314","0.1814","0.1494","1.0720","1.9058","1.1623","1.1625","1.1506","1.1616"
"2009-07-03","0.9267","0.2181","1.6238","0.149898","0.01209","0.08777","0.7319","0.1809","0.1493","1.0688","1.8964","1.1617","1.1637","1.1563","1.1610"
"2009-07-06","0.9237","0.2176","1.6203","0.149558","0.01216","0.08757","0.7381","0.1790","0.1481","1.0685","1.8881","1.1591","1.1660","1.1589","1.1585"
"2009-07-07","0.9206","0.2178","1.6223","0.150460","0.01230","0.08701","0.7339","0.1783","0.1468","1.0701","1.8802","1.1661","1.1674","1.1543","1.1655"
