# "PACIFIC Exchange Rate Service"
# "Jul.Day","YYYY/MM/DD","Wdy","CAD/USD"
2456584,"2013/10/18","Fri",1.02870
2456587,"2013/10/21","Mon",1.02970
2456588,"2013/10/22","Tue",1.02840
2456589,"2013/10/23","Wed",1.03850
2456590,"2013/10/24","Thu",1.04220
2456591,"2013/10/25","Fri",1.04500
2456594,"2013/10/28","Mon",1.04450
2456595,"2013/10/29","Tue",1.04450
2456596,"2013/10/30","Wed",1.04560
2456597,"2013/10/31","Thu",1.04290
2456598,"2013/11/01","Fri",1.04430
2456601,"2013/11/04","Mon",1.04150
2456602,"2013/11/05","Tue",1.04480
2456603,"2013/11/06","Wed",1.04190
2456604,"2013/11/07","Thu",1.04420
2456605,"2013/11/08","Fri",1.04870
2456609,"2013/11/12","Tue",1.05020
2456610,"2013/11/13","Wed",1.04680
2456611,"2013/11/14","Thu",1.04970
2456612,"2013/11/15","Fri",1.04580
2456615,"2013/11/18","Mon",1.04270
2456616,"2013/11/19","Tue",1.04660
2456617,"2013/11/20","Wed",1.04450
2456618,"2013/11/21","Thu",1.05060
2456619,"2013/11/22","Fri",1.05350
2456622,"2013/11/25","Mon",1.05540
2456623,"2013/11/26","Tue",1.05470
2456624,"2013/11/27","Wed",1.05950
2456625,"2013/11/28","Thu",1.05930
2456626,"2013/11/29","Fri",1.05990
2456629,"2013/12/02","Mon",1.06340
2456630,"2013/12/03","Tue",1.06620
2456631,"2013/12/04","Wed",1.06960
2456632,"2013/12/05","Thu",1.06380
2456633,"2013/12/06","Fri",1.06630
2456636,"2013/12/09","Mon",1.06410
2456637,"2013/12/10","Tue",1.06230
2456638,"2013/12/11","Wed",1.06070
2456639,"2013/12/12","Thu",1.06410
2456640,"2013/12/13","Fri",1.05950
2456643,"2013/12/16","Mon",1.05770
2456644,"2013/12/17","Tue",1.06100
2456645,"2013/12/18","Wed",1.06450
2456646,"2013/12/19","Thu",1.06760
2456647,"2013/12/20","Fri",1.06800
2456650,"2013/12/23","Mon",1.06030
2456651,"2013/12/24","Tue",1.06190
2456654,"2013/12/27","Fri",1.06970
2456657,"2013/12/30","Mon",1.06400
2456658,"2013/12/31","Tue",1.06360
