# "PACIFIC Exchange Rate Service"
# "Jul.Day","YYYY/MM/DD","Wdy","CAD/USD"
2456090,"2012/06/11","Mon",1.02830
2456091,"2012/06/12","Tue",1.02680
2456092,"2012/06/13","Wed",1.02700
2456093,"2012/06/14","Thu",1.02470
2456094,"2012/06/15","Fri",1.02440
2456097,"2012/06/18","Mon",1.02660
2456098,"2012/06/19","Tue",1.01780
2456099,"2012/06/20","Wed",1.01940
2456100,"2012/06/21","Thu",1.02510
2456101,"2012/06/22","Fri",1.02600
2456104,"2012/06/25","Mon",1.03030
2456105,"2012/06/26","Tue",1.02650
2456106,"2012/06/27","Wed",1.02570
2456107,"2012/06/28","Thu",1.03330
2456108,"2012/06/29","Fri",1.01910
2456112,"2012/07/03","Tue",1.01230
2456113,"2012/07/04","Wed",1.01280
2456114,"2012/07/05","Thu",1.01310
2456115,"2012/07/06","Fri",1.01990
2456118,"2012/07/09","Mon",1.02120
2456119,"2012/07/10","Tue",1.02030
2456120,"2012/07/11","Wed",1.01950
2456121,"2012/07/12","Thu",1.02140
2456122,"2012/07/13","Fri",1.01510
2456125,"2012/07/16","Mon",1.01570
2456126,"2012/07/17","Tue",1.01410
2456127,"2012/07/18","Wed",1.01120
2456128,"2012/07/19","Thu",1.00770
2456129,"2012/07/20","Fri",1.01140
2456132,"2012/07/23","Mon",1.01720
2456133,"2012/07/24","Tue",1.02080
2456134,"2012/07/25","Wed",1.01810
2456135,"2012/07/26","Thu",1.01010
2456136,"2012/07/27","Fri",1.00600
2456139,"2012/07/30","Mon",1.00330
2456140,"2012/07/31","Tue",1.00140
2456141,"2012/08/01","Wed",1.00170
2456142,"2012/08/02","Thu",1.00620
2456143,"2012/08/03","Fri",0.99860
2456147,"2012/08/07","Tue",0.99640
2456148,"2012/08/08","Wed",0.99470
2456149,"2012/08/09","Thu",0.99240
2456150,"2012/08/10","Fri",0.99160
2456153,"2012/08/13","Mon",0.99330
2456154,"2012/08/14","Tue",0.99140
2456155,"2012/08/15","Wed",0.98910
2456156,"2012/08/16","Thu",0.98810
2456157,"2012/08/17","Fri",0.98850
2456160,"2012/08/20","Mon",0.98900
2456161,"2012/08/21","Tue",0.98640
2456162,"2012/08/22","Wed",0.99290
2456163,"2012/08/23","Thu",0.99280
2456164,"2012/08/24","Fri",0.99200
2456167,"2012/08/27","Mon",0.98920
2456168,"2012/08/28","Tue",0.98640
2456169,"2012/08/29","Wed",0.98750
2456170,"2012/08/30","Thu",0.99260
2456171,"2012/08/31","Fri",0.98630
2456175,"2012/09/04","Tue",0.98630
2456176,"2012/09/05","Wed",0.99020
2456177,"2012/09/06","Thu",0.98250
2456178,"2012/09/07","Fri",0.97780
2456181,"2012/09/10","Mon",0.97620
2456182,"2012/09/11","Tue",0.97240
2456183,"2012/09/12","Wed",0.97570
2456184,"2012/09/13","Thu",0.97530
2456185,"2012/09/14","Fri",0.97100
2456188,"2012/09/17","Mon",0.97230
2456189,"2012/09/18","Tue",0.97420
2456190,"2012/09/19","Wed",0.97450
2456191,"2012/09/20","Thu",0.97740
2456192,"2012/09/21","Fri",0.97540
2456195,"2012/09/24","Mon",0.98010
2456196,"2012/09/25","Tue",0.97700
2456197,"2012/09/26","Wed",0.98420
2456198,"2012/09/27","Thu",0.98140
2456199,"2012/09/28","Fri",0.98370
2456202,"2012/10/01","Mon",0.98270
2456203,"2012/10/02","Tue",0.98290
2456204,"2012/10/03","Wed",0.98700
2456205,"2012/10/04","Thu",0.98220
2456206,"2012/10/05","Fri",0.97630
2456210,"2012/10/09","Tue",0.97880
2456211,"2012/10/10","Wed",0.97870
2456212,"2012/10/11","Thu",0.97820
2456213,"2012/10/12","Fri",0.97990
2456216,"2012/10/15","Mon",0.97840
2456217,"2012/10/16","Tue",0.98540
2456218,"2012/10/17","Wed",0.97960
2456219,"2012/10/18","Thu",0.98080
2456220,"2012/10/19","Fri",0.99320
2456223,"2012/10/22","Mon",0.99380
2456224,"2012/10/23","Tue",0.99340
2456225,"2012/10/24","Wed",0.99460
2456226,"2012/10/25","Thu",0.99420
2456227,"2012/10/26","Fri",0.99900
2456230,"2012/10/29","Mon",1.00040
2456231,"2012/10/30","Tue",0.99940
2456232,"2012/10/31","Wed",0.99960
2456233,"2012/11/01","Thu",0.99730
2456234,"2012/11/02","Fri",0.99640
2456237,"2012/11/05","Mon",0.99650
2456238,"2012/11/06","Tue",0.99360
2456239,"2012/11/07","Wed",0.99720
2456240,"2012/11/08","Thu",0.99860
2456241,"2012/11/09","Fri",1.00060
2456245,"2012/11/13","Tue",1.00160
2456246,"2012/11/14","Wed",1.00180
2456247,"2012/11/15","Thu",1.00250
2456248,"2012/11/16","Fri",1.00280
2456251,"2012/11/19","Mon",0.99640
2456252,"2012/11/20","Tue",0.99700
2456253,"2012/11/21","Wed",0.99800
2456254,"2012/11/22","Thu",0.99740
2456255,"2012/11/23","Fri",0.99270
2456258,"2012/11/26","Mon",0.99490
2456259,"2012/11/27","Tue",0.99360
2456260,"2012/11/28","Wed",0.99290
2456261,"2012/11/29","Thu",0.99300
2456262,"2012/11/30","Fri",0.99320
2456265,"2012/12/03","Mon",0.99280
2456266,"2012/12/04","Tue",0.99270
2456267,"2012/12/05","Wed",0.99120
2456268,"2012/12/06","Thu",0.99100
2456269,"2012/12/07","Fri",0.98900
2456272,"2012/12/10","Mon",0.98720
2456273,"2012/12/11","Tue",0.98670
2456274,"2012/12/12","Wed",0.98540
2456275,"2012/12/13","Thu",0.98470
2456276,"2012/12/14","Fri",0.98600
2456279,"2012/12/17","Mon",0.98410
2456280,"2012/12/18","Tue",0.98540
2456281,"2012/12/19","Wed",0.98680
2456282,"2012/12/20","Thu",0.98830
2456283,"2012/12/21","Fri",0.99420
2456286,"2012/12/24","Mon",0.99130
2456289,"2012/12/27","Thu",0.99490
2456290,"2012/12/28","Fri",0.99520
2456293,"2012/12/31","Mon",0.99490
