# "PACIFIC Exchange Rate Service"
# "Jul.Day","YYYY/MM/DD","Wdy","CAD/USD"
2458570,"2019/03/27","Wed",1.3414
2458571,"2019/03/28","Thu",1.3429
2458572,"2019/03/29","Fri",1.3363
2458575,"2019/04/01","Mon",1.3337
2458576,"2019/04/02","Tue",1.3344
2458577,"2019/04/03","Wed",1.3324
2458578,"2019/04/04","Thu",1.3357
2458579,"2019/04/05","Fri",1.3386
2458582,"2019/04/08","Mon",1.3325
2458583,"2019/04/09","Tue",1.3316
2458584,"2019/04/10","Wed",1.3326
2458585,"2019/04/11","Thu",1.3378
2458586,"2019/04/12","Fri",1.3329
2458589,"2019/04/15","Mon",1.3354
2458590,"2019/04/16","Tue",1.3361
2458591,"2019/04/17","Wed",1.3332
2458592,"2019/04/18","Thu",1.3382
2458596,"2019/04/22","Mon",1.3353
2458597,"2019/04/23","Tue",1.3421
2458598,"2019/04/24","Wed",1.3475
2458599,"2019/04/25","Thu",1.3493
2458600,"2019/04/26","Fri",1.3460
2458603,"2019/04/29","Mon",1.3456
2458604,"2019/04/30","Tue",1.3423
2458605,"2019/05/01","Wed",1.3416
2458606,"2019/05/02","Thu",1.3462
2458607,"2019/05/03","Fri",1.3429
2458610,"2019/05/06","Mon",1.3456
2458611,"2019/05/07","Tue",1.3476
2458612,"2019/05/08","Wed",1.3466
2458613,"2019/05/09","Thu",1.3483
2458614,"2019/05/10","Fri",1.3418
2458617,"2019/05/13","Mon",1.3457
2458618,"2019/05/14","Tue",1.3469
2458619,"2019/05/15","Wed",1.3451
2458620,"2019/05/16","Thu",1.3439
2458621,"2019/05/17","Fri",1.3468
2458625,"2019/05/21","Tue",1.3413
2458626,"2019/05/22","Wed",1.3410
2458627,"2019/05/23","Thu",1.3478
2458628,"2019/05/24","Fri",1.3447
2458631,"2019/05/27","Mon",1.3442
2458632,"2019/05/28","Tue",1.3477
2458633,"2019/05/29","Wed",1.3514
2458634,"2019/05/30","Thu",1.3501
2458635,"2019/05/31","Fri",1.3527
2458638,"2019/06/03","Mon",1.3470
2458639,"2019/06/04","Tue",1.3414
2458640,"2019/06/05","Wed",1.3401
2458641,"2019/06/06","Thu",1.3378
2458642,"2019/06/07","Fri",1.3283
2458645,"2019/06/10","Mon",1.3267
2458646,"2019/06/11","Tue",1.3278
2458647,"2019/06/12","Wed",1.3303
2458648,"2019/06/13","Thu",1.3324
2458649,"2019/06/14","Fri",1.3385
2458652,"2019/06/17","Mon",1.3407
2458653,"2019/06/18","Tue",1.3394
2458654,"2019/06/19","Wed",1.3343
2458655,"2019/06/20","Thu",1.3191
2458656,"2019/06/21","Fri",1.3212
2458659,"2019/06/24","Mon",1.3194
2458660,"2019/06/25","Tue",1.3174
2458661,"2019/06/26","Wed",1.3130
2458662,"2019/06/27","Thu",1.3111
2458663,"2019/06/28","Fri",1.3087
2458667,"2019/07/02","Tue",1.3114
2458668,"2019/07/03","Wed",1.3073
2458669,"2019/07/04","Thu",1.3059
2458670,"2019/07/05","Fri",1.3099
2458673,"2019/07/08","Mon",1.3081
2458674,"2019/07/09","Tue",1.3127
2458675,"2019/07/10","Wed",1.3092
2458676,"2019/07/11","Thu",1.3071
2458677,"2019/07/12","Fri",1.3038
2458680,"2019/07/15","Mon",1.3039
2458681,"2019/07/16","Tue",1.3052
2458682,"2019/07/17","Wed",1.3053
2458683,"2019/07/18","Thu",1.3069
2458684,"2019/07/19","Fri",1.3071
2458687,"2019/07/22","Mon",1.3103
2458688,"2019/07/23","Tue",1.3142
2458689,"2019/07/24","Wed",1.3137
2458690,"2019/07/25","Thu",1.3146
2458691,"2019/07/26","Fri",1.3182
2458694,"2019/07/29","Mon",1.3159
2458695,"2019/07/30","Tue",1.3168
2458696,"2019/07/31","Wed",1.3148
2458697,"2019/08/01","Thu",1.3217
2458698,"2019/08/02","Fri",1.3225
2458702,"2019/08/06","Tue",1.3253
2458703,"2019/08/07","Wed",1.3322
2458704,"2019/08/08","Thu",1.3257
2458705,"2019/08/09","Fri",1.3221
2458708,"2019/08/12","Mon",1.3234
2458709,"2019/08/13","Tue",1.3236
2458710,"2019/08/14","Wed",1.3311
2458711,"2019/08/15","Thu",1.3325
2458712,"2019/08/16","Fri",1.3286
2458715,"2019/08/19","Mon",1.3298
2458716,"2019/08/20","Tue",1.3323
2458717,"2019/08/21","Wed",1.3278
2458718,"2019/08/22","Thu",1.3293
2458719,"2019/08/23","Fri",1.3310
2458722,"2019/08/26","Mon",1.3279
2458723,"2019/08/27","Tue",1.3267
2458724,"2019/08/28","Wed",1.3301
2458725,"2019/08/29","Thu",1.3296
2458726,"2019/08/30","Fri",1.3295
2458730,"2019/09/03","Tue",1.3343
2458731,"2019/09/04","Wed",1.3263
2458732,"2019/09/05","Thu",1.3228
2458733,"2019/09/06","Fri",1.3174
2458736,"2019/09/09","Mon",1.3155
2458737,"2019/09/10","Tue",1.3153
2458738,"2019/09/11","Wed",1.3181
2458739,"2019/09/12","Thu",1.3205
2458740,"2019/09/13","Fri",1.3257
2458743,"2019/09/16","Mon",1.3248
2458744,"2019/09/17","Tue",1.3257
2458745,"2019/09/18","Wed",1.3271
2458746,"2019/09/19","Thu",1.3259
2458747,"2019/09/20","Fri",1.3275
2458750,"2019/09/23","Mon",1.3270
2458751,"2019/09/24","Tue",1.3249
2458752,"2019/09/25","Wed",1.3270
2458753,"2019/09/26","Thu",1.3260
2458754,"2019/09/27","Fri",1.3249
2458757,"2019/09/30","Mon",1.3243
2458758,"2019/10/01","Tue",1.3244
2458759,"2019/10/02","Wed",1.3294
2458760,"2019/10/03","Thu",1.3330
2458761,"2019/10/04","Fri",1.3317
2458764,"2019/10/07","Mon",1.3306
2458765,"2019/10/08","Tue",1.3323
2458766,"2019/10/09","Wed",1.3324
2458767,"2019/10/10","Thu",1.3294
2458768,"2019/10/11","Fri",1.3198
2458772,"2019/10/15","Tue",1.3211
2458773,"2019/10/16","Wed",1.3201
2458774,"2019/10/17","Thu",1.3143
2458775,"2019/10/18","Fri",1.3132
2458778,"2019/10/21","Mon",1.3096
2458779,"2019/10/22","Tue",1.3094
2458780,"2019/10/23","Wed",1.3086
2458781,"2019/10/24","Thu",1.3075
2458782,"2019/10/25","Fri",1.3064
2458785,"2019/10/28","Mon",1.3056
2458786,"2019/10/29","Tue",1.3075
2458787,"2019/10/30","Wed",1.3152
2458788,"2019/10/31","Thu",1.3160
2458789,"2019/11/01","Fri",1.3157
2458792,"2019/11/04","Mon",1.3148
2458793,"2019/11/05","Tue",1.3153
2458794,"2019/11/06","Wed",1.3179
2458795,"2019/11/07","Thu",1.3176
2458796,"2019/11/08","Fri",1.3223
2458800,"2019/11/12","Tue",1.3228
2458801,"2019/11/13","Wed",1.3249
2458802,"2019/11/14","Thu",1.3258
2458803,"2019/11/15","Fri",1.3231
2458806,"2019/11/18","Mon",1.3214
2458807,"2019/11/19","Tue",1.3237
2458808,"2019/11/20","Wed",1.3304
2458809,"2019/11/21","Thu",1.3285
2458810,"2019/11/22","Fri",1.3287
2458813,"2019/11/25","Mon",1.3307
2458814,"2019/11/26","Tue",1.3288
2458815,"2019/11/27","Wed",1.3278
2458816,"2019/11/28","Thu",1.3285
2458817,"2019/11/29","Fri",1.3289
2458820,"2019/12/02","Mon",1.3297
2458821,"2019/12/03","Tue",1.3302
2458822,"2019/12/04","Wed",1.3223
2458823,"2019/12/05","Thu",1.3174
2458824,"2019/12/06","Fri",1.3255
2458827,"2019/12/09","Mon",1.3235
2458828,"2019/12/10","Tue",1.3233
2458829,"2019/12/11","Wed",1.3201
2458830,"2019/12/12","Thu",1.3182
2458831,"2019/12/13","Fri",1.3183
2458834,"2019/12/16","Mon",1.3142
2458835,"2019/12/17","Tue",1.3160
2458836,"2019/12/18","Wed",1.3119
2458837,"2019/12/19","Thu",1.3122
2458838,"2019/12/20","Fri",1.3164
2458841,"2019/12/23","Mon",1.3160
2458842,"2019/12/24","Tue",1.3157
2458845,"2019/12/27","Fri",1.3078
2458848,"2019/12/30","Mon",1.3059
2458849,"2019/12/31","Tue",1.2988
# "(C) 2020 Prof. Werner Antweiler, UBC"
