# "PACIFIC Exchange Rate Service"
# "Jul.Day","YYYY/MM/DD","Wdy","CAD/USD"
2457092,"2015/03/10","Tue",1.2633
2457093,"2015/03/11","Wed",1.2764
2457094,"2015/03/12","Thu",1.2691
2457095,"2015/03/13","Fri",1.2803
2457098,"2015/03/16","Mon",1.2765
2457099,"2015/03/17","Tue",1.2769
2457100,"2015/03/18","Wed",1.2771
2457101,"2015/03/19","Thu",1.2744
2457102,"2015/03/20","Fri",1.2595
2457105,"2015/03/23","Mon",1.2516
2457106,"2015/03/24","Tue",1.2511
2457107,"2015/03/25","Wed",1.2513
2457108,"2015/03/26","Thu",1.2471
2457109,"2015/03/27","Fri",1.2580
2457112,"2015/03/30","Mon",1.2689
2457113,"2015/03/31","Tue",1.2683
2457114,"2015/04/01","Wed",1.2612
2457115,"2015/04/02","Thu",1.2585
2457119,"2015/04/06","Mon",1.2452
2457120,"2015/04/07","Tue",1.2488
2457121,"2015/04/08","Wed",1.2508
2457122,"2015/04/09","Thu",1.2580
2457123,"2015/04/10","Fri",1.2595
2457126,"2015/04/13","Mon",1.2602
2457127,"2015/04/14","Tue",1.2478
2457128,"2015/04/15","Wed",1.2379
2457129,"2015/04/16","Thu",1.2206
2457130,"2015/04/17","Fri",1.2229
2457133,"2015/04/20","Mon",1.2204
2457134,"2015/04/21","Tue",1.2274
2457135,"2015/04/22","Wed",1.2250
2457136,"2015/04/23","Thu",1.2147
2457137,"2015/04/24","Fri",1.2166
2457140,"2015/04/27","Mon",1.2105
2457141,"2015/04/28","Tue",1.2021
2457142,"2015/04/29","Wed",1.1954
2457143,"2015/04/30","Thu",1.2119
2457144,"2015/05/01","Fri",1.2192
2457147,"2015/05/04","Mon",1.2111
2457148,"2015/05/05","Tue",1.2040
2457149,"2015/05/06","Wed",1.2009
2457150,"2015/05/07","Thu",1.2139
2457151,"2015/05/08","Fri",1.2088
2457154,"2015/05/11","Mon",1.2105
2457155,"2015/05/12","Tue",1.1987
2457156,"2015/05/13","Wed",1.1951
2457157,"2015/05/14","Thu",1.1992
2457158,"2015/05/15","Fri",1.2010
2457162,"2015/05/19","Tue",1.2211
2457163,"2015/05/20","Wed",1.2212
2457164,"2015/05/21","Thu",1.2201
2457165,"2015/05/22","Fri",1.2288
2457168,"2015/05/25","Mon",1.2304
2457169,"2015/05/26","Tue",1.2430
2457170,"2015/05/27","Wed",1.2485
2457171,"2015/05/28","Thu",1.2477
2457172,"2015/05/29","Fri",1.2465
2457175,"2015/06/01","Mon",1.2550
2457176,"2015/06/02","Tue",1.2423
2457177,"2015/06/03","Wed",1.2436
2457178,"2015/06/04","Thu",1.2477
2457179,"2015/06/05","Fri",1.2489
2457182,"2015/06/08","Mon",1.2435
2457183,"2015/06/09","Tue",1.2317
2457184,"2015/06/10","Wed",1.2267
2457185,"2015/06/11","Thu",1.2314
2457186,"2015/06/12","Fri",1.2304
2457189,"2015/06/15","Mon",1.2323
2457190,"2015/06/16","Tue",1.2330
2457191,"2015/06/17","Wed",1.2308
2457192,"2015/06/18","Thu",1.2209
2457193,"2015/06/19","Fri",1.2279
2457196,"2015/06/22","Mon",1.2288
2457197,"2015/06/23","Tue",1.2327
2457198,"2015/06/24","Wed",1.2415
2457199,"2015/06/25","Thu",1.2347
2457200,"2015/06/26","Fri",1.2359
2457203,"2015/06/29","Mon",1.2382
2457204,"2015/06/30","Tue",1.2474
2457206,"2015/07/02","Thu",1.2566
2457207,"2015/07/03","Fri",1.2571
2457210,"2015/07/06","Mon",1.2626
2457211,"2015/07/07","Tue",1.2740
2457212,"2015/07/08","Wed",1.2722
2457213,"2015/07/09","Thu",1.2729
2457214,"2015/07/10","Fri",1.2715
2457217,"2015/07/13","Mon",1.2762
2457218,"2015/07/14","Tue",1.2748
2457219,"2015/07/15","Wed",1.2937
2457220,"2015/07/16","Thu",1.2939
2457221,"2015/07/17","Fri",1.2998
2457224,"2015/07/20","Mon",1.2982
2457225,"2015/07/21","Tue",1.2961
2457226,"2015/07/22","Wed",1.3026
2457227,"2015/07/23","Thu",1.3030
2457228,"2015/07/24","Fri",1.3060
2457231,"2015/07/27","Mon",1.3009
2457232,"2015/07/28","Tue",1.2934
2457233,"2015/07/29","Wed",1.2893
2457234,"2015/07/30","Thu",1.3026
2457235,"2015/07/31","Fri",1.3047
2457239,"2015/08/04","Tue",1.3125
2457240,"2015/08/05","Wed",1.3183
2457241,"2015/08/06","Thu",1.3152
2457242,"2015/08/07","Fri",1.3122
2457245,"2015/08/10","Mon",1.3056
2457246,"2015/08/11","Tue",1.3148
2457247,"2015/08/12","Wed",1.2973
2457248,"2015/08/13","Thu",1.3078
2457249,"2015/08/14","Fri",1.3078
2457252,"2015/08/17","Mon",1.3091
2457253,"2015/08/18","Tue",1.3073
2457254,"2015/08/19","Wed",1.3165
2457255,"2015/08/20","Thu",1.3080
2457256,"2015/08/21","Fri",1.3149
2457259,"2015/08/24","Mon",1.3213
2457260,"2015/08/25","Tue",1.3296
2457261,"2015/08/26","Wed",1.3303
2457262,"2015/08/27","Thu",1.3197
2457263,"2015/08/28","Fri",1.3269
2457266,"2015/08/31","Mon",1.3223
2457267,"2015/09/01","Tue",1.3179
2457268,"2015/09/02","Wed",1.3311
2457269,"2015/09/03","Thu",1.3199
2457270,"2015/09/04","Fri",1.3273
2457274,"2015/09/08","Tue",1.3195
2457275,"2015/09/09","Wed",1.3223
2457276,"2015/09/10","Thu",1.3219
2457277,"2015/09/11","Fri",1.3276
2457280,"2015/09/14","Mon",1.3270
2457281,"2015/09/15","Tue",1.3263
2457282,"2015/09/16","Wed",1.3178
2457283,"2015/09/17","Thu",1.3186
2457284,"2015/09/18","Fri",1.3147
2457287,"2015/09/21","Mon",1.3250
2457288,"2015/09/22","Tue",1.3278
2457289,"2015/09/23","Wed",1.3315
2457290,"2015/09/24","Thu",1.3351
2457291,"2015/09/25","Fri",1.3325
2457294,"2015/09/28","Mon",1.3361
2457295,"2015/09/29","Tue",1.3413
2457296,"2015/09/30","Wed",1.3394
2457297,"2015/10/01","Thu",1.3242
2457298,"2015/10/02","Fri",1.3214
2457301,"2015/10/05","Mon",1.3085
2457302,"2015/10/06","Tue",1.3056
2457303,"2015/10/07","Wed",1.3036
2457304,"2015/10/08","Thu",1.3018
2457305,"2015/10/09","Fri",1.2946
2457309,"2015/10/13","Tue",1.2986
2457310,"2015/10/14","Wed",1.2982
2457311,"2015/10/15","Thu",1.2904
2457312,"2015/10/16","Fri",1.2933
2457315,"2015/10/19","Mon",1.2998
2457316,"2015/10/20","Tue",1.2974
2457317,"2015/10/21","Wed",1.3116
2457318,"2015/10/22","Thu",1.3088
2457319,"2015/10/23","Fri",1.3172
2457322,"2015/10/26","Mon",1.3134
2457323,"2015/10/27","Tue",1.3241
2457324,"2015/10/28","Wed",1.3148
2457325,"2015/10/29","Thu",1.3170
2457326,"2015/10/30","Fri",1.3083
2457329,"2015/11/02","Mon",1.3095
2457330,"2015/11/03","Tue",1.3106
2457331,"2015/11/04","Wed",1.3164
2457332,"2015/11/05","Thu",1.3167
2457333,"2015/11/06","Fri",1.3308
2457336,"2015/11/09","Mon",1.3275
2457337,"2015/11/10","Tue",1.3259
2457339,"2015/11/12","Thu",1.3307
2457340,"2015/11/13","Fri",1.3332
2457343,"2015/11/16","Mon",1.3353
2457344,"2015/11/17","Tue",1.3324
2457345,"2015/11/18","Wed",1.3353
2457346,"2015/11/19","Thu",1.3267
2457347,"2015/11/20","Fri",1.3338
2457350,"2015/11/23","Mon",1.3357
2457351,"2015/11/24","Tue",1.3308
2457352,"2015/11/25","Wed",1.3301
2457353,"2015/11/26","Thu",1.3300
2457354,"2015/11/27","Fri",1.3360
2457357,"2015/11/30","Mon",1.3333
2457358,"2015/12/01","Tue",1.3372
2457359,"2015/12/02","Wed",1.3360
2457360,"2015/12/03","Thu",1.3394
2457361,"2015/12/04","Fri",1.3365
2457364,"2015/12/07","Mon",1.3508
2457365,"2015/12/08","Tue",1.3593
2457366,"2015/12/09","Wed",1.3595
2457367,"2015/12/10","Thu",1.3599
2457368,"2015/12/11","Fri",1.3696
2457371,"2015/12/14","Mon",1.3733
2457372,"2015/12/15","Tue",1.3728
2457373,"2015/12/16","Wed",1.3805
2457374,"2015/12/17","Thu",1.3970
2457375,"2015/12/18","Fri",1.3882
2457378,"2015/12/21","Mon",1.3990
2457379,"2015/12/22","Tue",1.3929
2457380,"2015/12/23","Wed",1.3860
2457381,"2015/12/24","Thu",1.3845
2457386,"2015/12/29","Tue",1.3850
2457387,"2015/12/30","Wed",1.3884
2457388,"2015/12/31","Thu",1.3840
