# "PACIFIC Exchange Rate Service"
# "Jul.Day","YYYY/MM/DD","Wdy","CAD/USD"
2458228,"2018/04/19","Thu",1.2633
2458229,"2018/04/20","Fri",1.2728
2458232,"2018/04/23","Mon",1.2833
2458233,"2018/04/24","Tue",1.2828
2458234,"2018/04/25","Wed",1.2869
2458235,"2018/04/26","Thu",1.2862
2458236,"2018/04/27","Fri",1.2857
2458239,"2018/04/30","Mon",1.2836
2458240,"2018/05/01","Tue",1.2867
2458241,"2018/05/02","Wed",1.2851
2458242,"2018/05/03","Thu",1.2862
2458243,"2018/05/04","Fri",1.2861
2458246,"2018/05/07","Mon",1.2864
2458247,"2018/05/08","Tue",1.2963
2458248,"2018/05/09","Wed",1.2856
2458249,"2018/05/10","Thu",1.2775
2458250,"2018/05/11","Fri",1.2779
2458253,"2018/05/14","Mon",1.2775
2458254,"2018/05/15","Tue",1.2876
2458255,"2018/05/16","Wed",1.2809
2458256,"2018/05/17","Thu",1.2801
2458257,"2018/05/18","Fri",1.2880
2458261,"2018/05/22","Tue",1.2786
2458262,"2018/05/23","Wed",1.2876
2458263,"2018/05/24","Thu",1.2891
2458264,"2018/05/25","Fri",1.2974
2458267,"2018/05/28","Mon",1.3001
2458268,"2018/05/29","Tue",1.3020
2458269,"2018/05/30","Wed",1.2897
2458270,"2018/05/31","Thu",1.2948
2458271,"2018/06/01","Fri",1.2964
2458274,"2018/06/04","Mon",1.2928
2458275,"2018/06/05","Tue",1.2993
2458276,"2018/06/06","Wed",1.2913
2458277,"2018/06/07","Thu",1.2972
2458278,"2018/06/08","Fri",1.2962
2458281,"2018/06/11","Mon",1.2993
2458282,"2018/06/12","Tue",1.3004
2458283,"2018/06/13","Wed",1.2988
2458284,"2018/06/14","Thu",1.3052
2458285,"2018/06/15","Fri",1.3177
2458288,"2018/06/18","Mon",1.3213
2458289,"2018/06/19","Tue",1.3276
2458290,"2018/06/20","Wed",1.3301
2458291,"2018/06/21","Thu",1.3310
2458292,"2018/06/22","Fri",1.3308
2458295,"2018/06/25","Mon",1.3303
2458296,"2018/06/26","Tue",1.3306
2458297,"2018/06/27","Wed",1.3307
2458298,"2018/06/28","Thu",1.3267
2458299,"2018/06/29","Fri",1.3168
2458303,"2018/07/03","Tue",1.3154
2458304,"2018/07/04","Wed",1.3143
2458305,"2018/07/05","Thu",1.3129
2458306,"2018/07/06","Fri",1.3105
2458309,"2018/07/09","Mon",1.3097
2458310,"2018/07/10","Tue",1.3125
2458311,"2018/07/11","Wed",1.3151
2458312,"2018/07/12","Thu",1.3166
2458313,"2018/07/13","Fri",1.3171
2458316,"2018/07/16","Mon",1.3137
2458317,"2018/07/17","Tue",1.3187
2458318,"2018/07/18","Wed",1.3204
2458319,"2018/07/19","Thu",1.3255
2458320,"2018/07/20","Fri",1.3142
2458323,"2018/07/23","Mon",1.3156
2458324,"2018/07/24","Tue",1.3157
2458325,"2018/07/25","Wed",1.3088
2458326,"2018/07/26","Thu",1.3065
2458327,"2018/07/27","Fri",1.3062
2458330,"2018/07/30","Mon",1.3021
2458331,"2018/07/31","Tue",1.3017
2458332,"2018/08/01","Wed",1.3002
2458333,"2018/08/02","Thu",1.3014
2458334,"2018/08/03","Fri",1.2983
2458338,"2018/08/07","Tue",1.3023
2458339,"2018/08/08","Wed",1.3052
2458340,"2018/08/09","Thu",1.3040
2458341,"2018/08/10","Fri",1.3113
2458344,"2018/08/13","Mon",1.3136
2458345,"2018/08/14","Tue",1.3087
2458346,"2018/08/15","Wed",1.3138
2458347,"2018/08/16","Thu",1.3152
2458348,"2018/08/17","Fri",1.3081
2458351,"2018/08/20","Mon",1.3065
2458352,"2018/08/21","Tue",1.3036
2458353,"2018/08/22","Wed",1.3016
2458354,"2018/08/23","Thu",1.3063
2458355,"2018/08/24","Fri",1.3036
2458358,"2018/08/27","Mon",1.2986
2458359,"2018/08/28","Tue",1.2917
2458360,"2018/08/29","Wed",1.2931
2458361,"2018/08/30","Thu",1.2980
2458362,"2018/08/31","Fri",1.3055
2458366,"2018/09/04","Tue",1.3182
2458367,"2018/09/05","Wed",1.3185
2458368,"2018/09/06","Thu",1.3188
2458369,"2018/09/07","Fri",1.3164
2458372,"2018/09/10","Mon",1.3163
2458373,"2018/09/11","Tue",1.3141
2458374,"2018/09/12","Wed",1.3014
2458375,"2018/09/13","Thu",1.2997
2458376,"2018/09/14","Fri",1.3033
2458379,"2018/09/17","Mon",1.3019
2458380,"2018/09/18","Tue",1.2992
2458381,"2018/09/19","Wed",1.2947
2458382,"2018/09/20","Thu",1.2905
2458383,"2018/09/21","Fri",1.2916
2458386,"2018/09/24","Mon",1.2935
2458387,"2018/09/25","Tue",1.2948
2458388,"2018/09/26","Wed",1.2975
2458389,"2018/09/27","Thu",1.3045
2458390,"2018/09/28","Fri",1.2945
2458393,"2018/10/01","Mon",1.2803
2458394,"2018/10/02","Tue",1.2817
2458395,"2018/10/03","Wed",1.2832
2458396,"2018/10/04","Thu",1.2900
2458397,"2018/10/05","Fri",1.2936
2458401,"2018/10/09","Tue",1.2965
2458402,"2018/10/10","Wed",1.2992
2458403,"2018/10/11","Thu",1.3038
2458404,"2018/10/12","Fri",1.3031
2458407,"2018/10/15","Mon",1.2993
2458408,"2018/10/16","Tue",1.2938
2458409,"2018/10/17","Wed",1.2994
2458410,"2018/10/18","Thu",1.3057
2458411,"2018/10/19","Fri",1.3104
2458414,"2018/10/22","Mon",1.3105
2458415,"2018/10/23","Tue",1.3098
2458416,"2018/10/24","Wed",1.3029
2458417,"2018/10/25","Thu",1.3076
2458418,"2018/10/26","Fri",1.3108
2458421,"2018/10/29","Mon",1.3119
2458422,"2018/10/30","Tue",1.3133
2458423,"2018/10/31","Wed",1.3142
2458424,"2018/11/01","Thu",1.3088
2458425,"2018/11/02","Fri",1.3105
2458428,"2018/11/05","Mon",1.3096
2458429,"2018/11/06","Tue",1.3130
2458430,"2018/11/07","Wed",1.3096
2458431,"2018/11/08","Thu",1.3114
2458432,"2018/11/09","Fri",1.3206
2458436,"2018/11/13","Tue",1.3241
2458437,"2018/11/14","Wed",1.3235
2458438,"2018/11/15","Thu",1.3202
2458439,"2018/11/16","Fri",1.3154
2458442,"2018/11/19","Mon",1.3182
2458443,"2018/11/20","Tue",1.3259
2458444,"2018/11/21","Wed",1.3270
2458445,"2018/11/22","Thu",1.3205
2458446,"2018/11/23","Fri",1.3228
2458449,"2018/11/26","Mon",1.3230
2458450,"2018/11/27","Tue",1.3289
2458451,"2018/11/28","Wed",1.3302
2458452,"2018/11/29","Thu",1.3275
2458453,"2018/11/30","Fri",1.3301
2458456,"2018/12/03","Mon",1.3191
2458457,"2018/12/04","Tue",1.3219
2458458,"2018/12/05","Wed",1.3353
2458459,"2018/12/06","Thu",1.3404
2458460,"2018/12/07","Fri",1.3299
2458463,"2018/12/10","Mon",1.3379
2458464,"2018/12/11","Tue",1.3402
2458465,"2018/12/12","Wed",1.3346
2458466,"2018/12/13","Thu",1.3359
2458467,"2018/12/14","Fri",1.3379
2458470,"2018/12/17","Mon",1.3399
2458471,"2018/12/18","Tue",1.3454
2458472,"2018/12/19","Wed",1.3450
2458473,"2018/12/20","Thu",1.3495
2458474,"2018/12/21","Fri",1.3566
2458477,"2018/12/24","Mon",1.3589
2458480,"2018/12/27","Thu",1.3641
2458481,"2018/12/28","Fri",1.3638
2458484,"2018/12/31","Mon",1.3642
# "(C) 2019 Prof. Werner Antweiler, UBC"
