date,rate
2011-12-19,1.038700
2011-12-20,1.030300
2011-12-21,1.025900
2011-12-22,1.021100
2011-12-23,1.020800
2011-12-28,1.024200
2011-12-29,1.020800
2011-12-30,1.017000
2012-01-03,1.011000
2012-01-04,1.012300
2012-01-05,1.019100
2012-01-06,1.027000
2012-01-09,1.022900
2012-01-10,1.017000
2012-01-11,1.019300
2012-01-12,1.018300
2012-01-13,1.022700
2012-01-16,1.018000
2012-01-17,1.015200
2012-01-18,1.011200
2012-01-19,1.011400
2012-01-20,1.013200
2012-01-23,1.007400
2012-01-24,1.009900
2012-01-25,1.003500
2012-01-26,1.001700
2012-01-27,1.000700
2012-01-30,1.002800
2012-01-31,1.002800
2012-02-01,0.999100
2012-02-02,0.999600
2012-02-03,0.993600
2012-02-06,0.995500
2012-02-07,0.994800
2012-02-08,0.996100
2012-02-09,0.995600
2012-02-10,1.002800
2012-02-13,0.999300
2012-02-14,0.999500
2012-02-15,0.999100
2012-02-16,0.996500
2012-02-17,0.995700
2012-02-20,0.992400
2012-02-21,0.996600
2012-02-22,1.000400
2012-02-23,0.997600
2012-02-24,0.999700
2012-02-27,0.999200
2012-02-28,0.995400
2012-02-29,0.989500
2012-03-01,0.985900
2012-03-02,0.988600
2012-03-05,0.994200
2012-03-06,1.000600
2012-03-07,0.998200
2012-03-08,0.991100
2012-03-09,0.990900
2012-03-12,0.992700
2012-03-13,0.989200
2012-03-14,0.993000
2012-03-15,0.992200
2012-03-16,0.991900
2012-03-19,0.987500
2012-03-20,0.991800
2012-03-21,0.992300
2012-03-22,0.999700
2012-03-23,0.998700
2012-03-26,0.991200
2012-03-27,0.994900
2012-03-28,0.997900
2012-03-29,0.996700
2012-03-30,0.997500
2012-04-02,0.990300
2012-04-03,0.990400
2012-04-04,0.996400
2012-04-05,0.993800
2012-04-09,0.996500
2012-04-10,1.004100
2012-04-11,1.004200
2012-04-12,0.994500
2012-04-13,0.998400
2012-04-16,0.999700
2012-04-17,0.990200
2012-04-18,0.991300
2012-04-19,0.995200
2012-04-20,0.992600
2012-04-23,0.991000
2012-04-24,0.988000
2012-04-25,0.983500
2012-04-26,0.984000
2012-04-27,0.981000
2012-04-30,0.987900
2012-05-01,0.985800
2012-05-02,0.986500
2012-05-03,0.988900
2012-05-04,0.995500
2012-05-07,0.993000
2012-05-08,0.998300
2012-05-09,1.000900
2012-05-10,1.001700
2012-05-11,1.000900
2012-05-14,1.002900
2012-05-15,1.006800
2012-05-16,1.012700
2012-05-17,1.019100
2012-05-18,1.020800
2012-05-22,1.021800
2012-05-23,1.024200
2012-05-24,1.027100
2012-05-25,1.029500
2012-05-28,1.023800
2012-05-29,1.022900
2012-05-30,1.029200
2012-05-31,1.032900
2012-06-01,1.039400
2012-06-04,1.039700
2012-06-05,1.038000
2012-06-06,1.027900
2012-06-07,1.027900
2012-06-08,1.027000
2012-06-11,1.031200
2012-06-12,1.026700
2012-06-13,1.029200
2012-06-14,1.023800
2012-06-15,1.022200
2012-06-18,1.024100
2012-06-19,1.018200
2012-06-20,1.019200
2012-06-21,1.029300
2012-06-22,1.024600
2012-06-25,1.029200
2012-06-26,1.024000
2012-06-27,1.025500
2012-06-28,1.032800
2012-06-29,1.018100
2012-07-03,1.012500
2012-07-04,1.013200
2012-07-05,1.014400
2012-07-06,1.018600
2012-07-09,1.019300
2012-07-10,1.022600
2012-07-11,1.019900
2012-07-12,1.018600
2012-07-13,1.014600
2012-07-16,1.014700
2012-07-17,1.012600
2012-07-18,1.010700
2012-07-19,1.007800
2012-07-20,1.012700
2012-07-23,1.016800
2012-07-24,1.020400
2012-07-25,1.015200
2012-07-26,1.009600
2012-07-27,1.004400
2012-07-30,1.001800
2012-07-31,1.002900
2012-08-01,1.005200
2012-08-02,1.007200
2012-08-03,1.001900
2012-08-07,0.997500
2012-08-08,0.994600
2012-08-09,0.992000
2012-08-10,0.991000
2012-08-13,0.992500
2012-08-14,0.991900
2012-08-15,0.989000
2012-08-16,0.986700
2012-08-17,0.989100
2012-08-20,0.988400
2012-08-21,0.989700
2012-08-22,0.991400
2012-08-23,0.993600
2012-08-24,0.991600
2012-08-27,0.990800
2012-08-28,0.987800
2012-08-29,0.989500
2012-08-30,0.992300
2012-08-31,0.985700
2012-09-04,0.985800
2012-09-05,0.990900
2012-09-06,0.982800
2012-09-07,0.978200
2012-09-10,0.977500
2012-09-11,0.973200
2012-09-12,0.976600
2012-09-13,0.968300
2012-09-14,0.971200
2012-09-17,0.975300
2012-09-18,0.974600
2012-09-19,0.974500
2012-09-20,0.976500
2012-09-21,0.976400
2012-09-24,0.978800
2012-09-25,0.980600
2012-09-26,0.985200
2012-09-27,0.980900
2012-09-28,0.983200
2012-10-01,0.982700
2012-10-02,0.984300
2012-10-03,0.988100
2012-10-04,0.980500
2012-10-05,0.978900
2012-10-09,0.978600
2012-10-10,0.980700
2012-10-11,0.978700
2012-10-12,0.979300
2012-10-15,0.980000
2012-10-16,0.986800
2012-10-17,0.978000
2012-10-18,0.984900
2012-10-19,0.993200
2012-10-22,0.992600
2012-10-23,0.992700
2012-10-24,0.994900
2012-10-25,0.993900
2012-10-26,0.998000
2012-10-29,1.000800
2012-10-30,0.999300
2012-10-31,0.999000
2012-11-01,0.996800
2012-11-02,0.995600
2012-11-05,0.996700
2012-11-06,0.991800
2012-11-07,0.996100
2012-11-08,1.000400
2012-11-09,1.001300
2012-11-13,1.001900
2012-11-14,1.003800
2012-11-15,1.001300
2012-11-16,1.001000
2012-11-19,0.996600
2012-11-20,0.997300
2012-11-21,0.996500
2012-11-22,0.997200
2012-11-23,0.992000
2012-11-26,0.993800
2012-11-27,0.994700
2012-11-28,0.991900
2012-11-29,0.992800
2012-11-30,0.993600
2012-12-03,0.994900
2012-12-04,0.993200
2012-12-05,0.991700
2012-12-06,0.991100
2012-12-07,0.991000
2012-12-10,0.987000
2012-12-11,0.986200
2012-12-12,0.984700
2012-12-13,0.984800
2012-12-14,0.986500
2012-12-17,0.983700
2012-12-18,0.985700
2012-12-19,0.988100
2012-12-20,0.987300
2012-12-21,0.993400
2012-12-24,0.991300
2012-12-27,0.994900
2012-12-28,0.996500
2012-12-31,0.994900
2013-01-02,0.985200
2013-01-03,0.988000
2013-01-04,0.987100
2013-01-07,0.985700
2013-01-08,0.986700
2013-01-09,0.987700
2013-01-10,0.984500
2013-01-11,0.984400
2013-01-14,0.983800
2013-01-15,0.984100
2013-01-16,0.986100
2013-01-17,0.985700
2013-01-18,0.991800
2013-01-21,0.993200
2013-01-22,0.992700
2013-01-23,0.999000
2013-01-24,1.002900
2013-01-25,1.006500
2013-01-28,1.006500
2013-01-29,1.002400
2013-01-30,1.001500
2013-01-31,0.997300
2013-02-01,0.997300
2013-02-04,0.998600
2013-02-05,0.996200
2013-02-06,0.995500
2013-02-07,0.998000
2013-02-08,1.002700
2013-02-11,1.004300
2013-02-12,1.002700
2013-02-13,1.001800
2013-02-14,1.001200
2013-02-15,1.006100
2013-02-19,1.011800
2013-02-20,1.017300
2013-02-21,1.018700
2013-02-22,1.020800
2013-02-25,1.027600
2013-02-26,1.026400
2013-02-27,1.023000
2013-02-28,1.031400
2013-03-01,1.027100
2013-03-04,1.027700
2013-03-05,1.028000
2013-03-06,1.031500
2013-03-07,1.029400
2013-03-08,1.029100
2013-03-11,1.026400
2013-03-12,1.026100
2013-03-13,1.027300
2013-03-14,1.022300
2013-03-15,1.019300
2013-03-18,1.022300
2013-03-19,1.027000
2013-03-20,1.025400
2013-03-21,1.024300
2013-03-22,1.023300
2013-03-25,1.021200
2013-03-26,1.016400
2013-03-27,1.016500
2013-03-28,1.016000
2013-04-01,1.016700
2013-04-02,1.014900
2013-04-03,1.014500
2013-04-04,1.012300
2013-04-05,1.016400
2013-04-08,1.017300
2013-04-09,1.016300
2013-04-10,1.014400
2013-04-11,1.010700
2013-04-12,1.013800
2013-04-15,1.025400
2013-04-16,1.020500
2013-04-17,1.026600
2013-04-18,1.026000
2013-04-19,1.026300
2013-04-22,1.026100
2013-04-23,1.026200
2013-04-24,1.025600
2013-04-25,1.020800
2013-04-26,1.016900
2013-04-29,1.011600
2013-04-30,1.007500
2013-05-01,1.008100
2013-05-02,1.008300
2013-05-03,1.007800
2013-05-06,1.006800
2013-05-07,1.004400
2013-05-08,1.003300
2013-05-09,1.007500
2013-05-10,1.011200
2013-05-13,1.011000
2013-05-14,1.017000
2013-05-15,1.017200
2013-05-16,1.019200
2013-05-17,1.029100
2013-05-21,1.026800
2013-05-22,1.037200
2013-05-23,1.029400
2013-05-24,1.032100
2013-05-27,1.033700
2013-05-28,1.039500
2013-05-29,1.035200
2013-05-30,1.030000
2013-05-31,1.036800
2013-06-03,1.027800
2013-06-04,1.034400
2013-06-05,1.034600
2013-06-06,1.026000
2013-06-07,1.019800
2013-06-10,1.019000
2013-06-11,1.018900
2013-06-12,1.021200
2013-06-13,1.016600
2013-06-14,1.016900
2013-06-17,1.017700
2013-06-18,1.021000
2013-06-19,1.027300
2013-06-20,1.037300
2013-06-21,1.045600
2013-06-24,1.048600
2013-06-25,1.050900
2013-06-26,1.047900
2013-06-27,1.047500
2013-06-28,1.051800
2013-07-02,1.054900
2013-07-03,1.051000
2013-07-04,1.052100
2013-07-05,1.056700
2013-07-08,1.056000
2013-07-09,1.052600
2013-07-10,1.051800
2013-07-11,1.038500
2013-07-12,1.039600
2013-07-15,1.041500
2013-07-16,1.036600
2013-07-17,1.041400
2013-07-18,1.037600
2013-07-19,1.036700
2013-07-22,1.034400
2013-07-23,1.028500
2013-07-24,1.031600
2013-07-25,1.026400
2013-07-26,1.027300
2013-07-29,1.026000
2013-07-30,1.030200
2013-07-31,1.027200
2013-08-01,1.034800
2013-08-02,1.039000
2013-08-06,1.037600
2013-08-07,1.042300
2013-08-08,1.032400
2013-08-09,1.029400
2013-08-12,1.030300
2013-08-13,1.034300
2013-08-14,1.032800
2013-08-15,1.030400
2013-08-16,1.033900
2013-08-19,1.034200
2013-08-20,1.038900
2013-08-21,1.047300
2013-08-22,1.051600
2013-08-23,1.050100
2013-08-26,1.050300
2013-08-27,1.047400
2013-08-28,1.048500
2013-08-29,1.053000
2013-08-30,1.053000
2013-09-03,1.053000
2013-09-04,1.049200
2013-09-05,1.050600
2013-09-06,1.040900
2013-09-09,1.037300
2013-09-10,1.034800
2013-09-11,1.031500
2013-09-12,1.032500
2013-09-13,1.034700
2013-09-16,1.032500
2013-09-17,1.029500
2013-09-18,1.022200
2013-09-19,1.026200
2013-09-20,1.029900
2013-09-23,1.028500
2013-09-24,1.030200
2013-09-25,1.031300
2013-09-26,1.031300
2013-09-27,1.030300
2013-09-30,1.030300
2013-10-01,1.032500
2013-10-02,1.033200
2013-10-03,1.032600
2013-10-04,1.029200
2013-10-07,1.031300
2013-10-08,1.036800
2013-10-09,1.039400
2013-10-10,1.039600
2013-10-11,1.035400
2013-10-15,1.038000
2013-10-16,1.033400
2013-10-17,1.029300
2013-10-18,1.029400
2013-10-21,1.030100
2013-10-22,1.028900
2013-10-23,1.038400
2013-10-24,1.042500
2013-10-25,1.045500
2013-10-28,1.044500
2013-10-29,1.047000
2013-10-30,1.048400
2013-10-31,1.042700
2013-11-01,1.042700
2013-11-04,1.041800
2013-11-05,1.045800
2013-11-06,1.041800
2013-11-07,1.046100
2013-11-08,1.047800
2013-11-12,1.049300
2013-11-13,1.046200
2013-11-14,1.046800
2013-11-15,1.044700
2013-11-18,1.043200
2013-11-19,1.047100
2013-11-20,1.044700
2013-11-21,1.052100
2013-11-22,1.052400
2013-11-25,1.054800
2013-11-26,1.053000
2013-11-27,1.059500
2013-11-28,1.058700
2013-11-29,1.062000
2013-12-02,1.064100
2013-12-03,1.064900
2013-12-04,1.067800
2013-12-05,1.064100
2013-12-06,1.065600
2013-12-09,1.063500
2013-12-10,1.060300
2013-12-11,1.059300
2013-12-12,1.064000
2013-12-13,1.059500
2013-12-16,1.058700
2013-12-17,1.061000
2013-12-18,1.068900
2013-12-19,1.066600
2013-12-20,1.064800
2013-12-23,1.061100
2013-12-24,1.061900
2013-12-27,1.070400
2013-12-30,1.064000
2013-12-31,1.063600
2014-01-02,1.067300
2014-01-03,1.063900
2014-01-06,1.065200
2014-01-07,1.077200
2014-01-08,1.080400
2014-01-09,1.085200
2014-01-10,1.090100
2014-01-13,1.084600
2014-01-14,1.094800
2014-01-15,1.094500
2014-01-16,1.092500
2014-01-17,1.097600
2014-01-20,1.095100
2014-01-21,1.097200
2014-01-22,1.108800
2014-01-23,1.109900
2014-01-24,1.107300
2014-01-27,1.111200
2014-01-28,1.115600
2014-01-29,1.117800
2014-01-30,1.116600
2014-01-31,1.113800
2014-02-03,1.109700
2014-02-04,1.108100
2014-02-05,1.108000
2014-02-06,1.107000
2014-02-07,1.103900
2014-02-10,1.105500
2014-02-11,1.101700
2014-02-12,1.099700
2014-02-13,1.097700
2014-02-14,1.098300
2014-02-18,1.095100
2014-02-19,1.108200
2014-02-20,1.109900
2014-02-21,1.113300
2014-02-24,1.106700
2014-02-25,1.108600
2014-02-26,1.112800
2014-02-27,1.113600
2014-02-28,1.107400
2014-03-03,1.108400
2014-03-04,1.110000
2014-03-05,1.103800
2014-03-06,1.099200
2014-03-07,1.109000
2014-03-10,1.110100
2014-03-11,1.110300
2014-03-12,1.111600
2014-03-13,1.105300
2014-03-14,1.109500
2014-03-17,1.105300
2014-03-18,1.113700
2014-03-19,1.124500
2014-03-20,1.124200
2014-03-21,1.121000
2014-03-24,1.119500
2014-03-25,1.115900
2014-03-26,1.108400
2014-03-27,1.103200
2014-03-28,1.106000
2014-03-31,1.105500
2014-04-01,1.103200
2014-04-02,1.103500
2014-04-03,1.103900
2014-04-04,1.098100
2014-04-07,1.096900
2014-04-08,1.092200
2014-04-09,1.087200
2014-04-10,1.092900
2014-04-11,1.097900
2014-04-14,1.095300
2014-04-15,1.097700
2014-04-16,1.101800
2014-04-17,1.101300
2014-04-21,1.101500
2014-04-22,1.102800
2014-04-23,1.103200
2014-04-24,1.102800
2014-04-25,1.103600
2014-04-28,1.102500
2014-04-29,1.095100
2014-04-30,1.096000
2014-05-01,1.096100
2014-05-02,1.098000
2014-05-05,1.095200
2014-05-06,1.087900
2014-05-07,1.089400
2014-05-08,1.082300
2014-05-09,1.089600
2014-05-12,1.089700
2014-05-13,1.091000
2014-05-14,1.088200
2014-05-15,1.087700
2014-05-16,1.085700
2014-05-20,1.089900
2014-05-21,1.091500
2014-05-22,1.089300
2014-05-23,1.087000
2014-05-26,1.086000
2014-05-27,1.086100
2014-05-28,1.087500
2014-05-29,1.083600
2014-05-30,1.084200
2014-06-02,1.089800
2014-06-03,1.091000
2014-06-04,1.093900
2014-06-05,1.092900
2014-06-06,1.093000
2014-06-09,1.090800
2014-06-10,1.090400
2014-06-11,1.086700
2014-06-12,1.085500
2014-06-13,1.085600
2014-06-16,1.084100
2014-06-17,1.086400
2014-06-18,1.085000
2014-06-19,1.082300
2014-06-20,1.075200
2014-06-23,1.072600
2014-06-24,1.074400
2014-06-25,1.072200
2014-06-26,1.069300
2014-06-27,1.066100
2014-06-30,1.067000
2014-07-02,1.066700
2014-07-03,1.063900
2014-07-04,1.065700
2014-07-07,1.067700
2014-07-08,1.067700
2014-07-09,1.066000
2014-07-10,1.064700
2014-07-11,1.073400
2014-07-14,1.071500
2014-07-15,1.075800
2014-07-16,1.074600
2014-07-17,1.075800
2014-07-18,1.073600
2014-07-21,1.073000
2014-07-22,1.073600
2014-07-23,1.072900
2014-07-24,1.074500
2014-07-25,1.081400
2014-07-28,1.080000
2014-07-29,1.085900
2014-07-30,1.090100
2014-07-31,1.090400
2014-08-01,1.092600
2014-08-05,1.096000
2014-08-06,1.091300
2014-08-07,1.092100
2014-08-08,1.097100
2014-08-11,1.091900
2014-08-12,1.092200
2014-08-13,1.091700
2014-08-14,1.090300
2014-08-15,1.088900
2014-08-18,1.088600
2014-08-19,1.094300
2014-08-20,1.097100
2014-08-21,1.094500
2014-08-22,1.094500
2014-08-25,1.098100
2014-08-26,1.095200
2014-08-27,1.085500
2014-08-28,1.084700
2014-08-29,1.087300
2014-09-02,1.093000
2014-09-03,1.088800
2014-09-04,1.087400
2014-09-05,1.088100
2014-09-08,1.097300
2014-09-09,1.097100
2014-09-10,1.093500
2014-09-11,1.104700
2014-09-12,1.109400
2014-09-15,1.105000
2014-09-16,1.097000
2014-09-17,1.100400
2014-09-18,1.094700
2014-09-19,1.094700
2014-09-22,1.103100
2014-09-23,1.106900
2014-09-24,1.105700
2014-09-25,1.110800
2014-09-26,1.115500
2014-09-29,1.115300
2014-09-30,1.120000
2014-10-01,1.117200
2014-10-02,1.116300
2014-10-03,1.125900
2014-10-06,1.113100
2014-10-07,1.117100
2014-10-08,1.110400
2014-10-09,1.117300
2014-10-10,1.121700
2014-10-14,1.130600
2014-10-15,1.125800
2014-10-16,1.124800
2014-10-17,1.127700
2014-10-20,1.128400
2014-10-21,1.122800
2014-10-22,1.124300
2014-10-23,1.123300
2014-10-24,1.123300
2014-10-27,1.123800
2014-10-28,1.117100
2014-10-29,1.119100
2014-10-30,1.119600
2014-10-31,1.127100
2014-11-03,1.135700
2014-11-04,1.141000
2014-11-05,1.138900
2014-11-06,1.142600
2014-11-07,1.133300
2014-11-10,1.137400
2014-11-12,1.131600
2014-11-13,1.137600
2014-11-14,1.127700
2014-11-17,1.129600
2014-11-18,1.129900
2014-11-19,1.135100
2014-11-20,1.130600
2014-11-21,1.123900
2014-11-24,1.128900
2014-11-25,1.125300
2014-11-26,1.123600
2014-11-27,1.133200
2014-11-28,1.144000
2014-12-01,1.132800
2014-12-02,1.139400
2014-12-03,1.136600
2014-12-04,1.137500
2014-12-05,1.143200
2014-12-08,1.148200
2014-12-09,1.144000
2014-12-10,1.148000
2014-12-11,1.152700
2014-12-12,1.157200
2014-12-15,1.165600
2014-12-16,1.163600
2014-12-17,1.163900
2014-12-18,1.159700
2014-12-19,1.160800
2014-12-22,1.163700
2014-12-23,1.163000
2014-12-24,1.162300
2014-12-29,1.162900
2014-12-30,1.160700
2014-12-31,1.160100
2015-01-02,1.176200
2015-01-05,1.174900
2015-01-06,1.182800
2015-01-07,1.182000
2015-01-08,1.183600
2015-01-09,1.186600
2015-01-12,1.196700
2015-01-13,1.195400
2015-01-14,1.194500
2015-01-15,1.196400
2015-01-16,1.196800
2015-01-19,1.194700
2015-01-20,1.210700
2015-01-21,1.233500
2015-01-22,1.240400
2015-01-23,1.242400
2015-01-26,1.246400
2015-01-27,1.240400
2015-01-28,1.252000
2015-01-29,1.261100
2015-01-30,1.271100
2015-02-02,1.257700
2015-02-03,1.239600
2015-02-04,1.256500
2015-02-05,1.242400
2015-02-06,1.252400
2015-02-09,1.246500
2015-02-10,1.257400
2015-02-11,1.264100
2015-02-12,1.249000
2015-02-13,1.246100
2015-02-17,1.237400
2015-02-18,1.241800
2015-02-19,1.249800
2015-02-20,1.254600
2015-02-23,1.257600
2015-02-24,1.249600
2015-02-25,1.242300
2015-02-26,1.252700
2015-02-27,1.250300
2015-03-02,1.253500
2015-03-03,1.249000
2015-03-04,1.241600
2015-03-05,1.250600
2015-03-06,1.261000
2015-03-09,1.259600
2015-03-10,1.268000
2015-03-11,1.276100
2015-03-12,1.270300
2015-03-13,1.279000
2015-03-16,1.278000
2015-03-17,1.277600
2015-03-18,1.257000
2015-03-19,1.272600
2015-03-20,1.257900
2015-03-23,1.249900
2015-03-24,1.250100
2015-03-25,1.251700
2015-03-26,1.247100
2015-03-27,1.260000
2015-03-30,1.269300
2015-03-31,1.266600
2015-04-01,1.262600
2015-04-02,1.256400
2015-04-06,1.247800
2015-04-07,1.250400
2015-04-08,1.253800
2015-04-09,1.259200
2015-04-10,1.258000
2015-04-13,1.259200
2015-04-14,1.249000
2015-04-15,1.230000
2015-04-16,1.218100
2015-04-17,1.222800
2015-04-20,1.223000
2015-04-21,1.228100
2015-04-22,1.222800
2015-04-23,1.214600
2015-04-24,1.217000
2015-04-27,1.210100
2015-04-28,1.203000
2015-04-29,1.202300
2015-04-30,1.206400
2015-05-01,1.215700
2015-05-04,1.209200
2015-05-05,1.207200
2015-05-06,1.204000
2015-05-07,1.212000
2015-05-08,1.209000
2015-05-11,1.211000
2015-05-12,1.201800
2015-05-13,1.196700
2015-05-14,1.199900
2015-05-15,1.202200
2015-05-19,1.223200
2015-05-20,1.219600
2015-05-21,1.220800
2015-05-22,1.230100
2015-05-25,1.231300
2015-05-26,1.242700
2015-05-27,1.245900
2015-05-28,1.243500
2015-05-29,1.243700
2015-06-01,1.253500
2015-06-02,1.240800
2015-06-03,1.245300
2015-06-04,1.250400
2015-06-05,1.243900
2015-06-08,1.239800
2015-06-09,1.234600
2015-06-10,1.226200
2015-06-11,1.227500
2015-06-12,1.231100
2015-06-15,1.231700
2015-06-16,1.231200
2015-06-17,1.223600
2015-06-18,1.222700
2015-06-19,1.226600
2015-06-22,1.232600
2015-06-23,1.233300
2015-06-24,1.240000
2015-06-25,1.232300
2015-06-26,1.231500
2015-06-29,1.239200
2015-06-30,1.249000
2015-07-02,1.254500
2015-07-03,1.256000
2015-07-06,1.265200
2015-07-07,1.271200
2015-07-08,1.274000
2015-07-09,1.270700
2015-07-10,1.267900
2015-07-13,1.274000
2015-07-14,1.274000
2015-07-15,1.292000
2015-07-16,1.297000
2015-07-17,1.298700
2015-07-20,1.299700
2015-07-21,1.294800
2015-07-22,1.303700
2015-07-23,1.303900
2015-07-24,1.303500
2015-07-27,1.304500
2015-07-28,1.292700
2015-07-29,1.294400
2015-07-30,1.301000
2015-07-31,1.308000
2015-08-04,1.318000
2015-08-05,1.318800
2015-08-06,1.310800
2015-08-07,1.313300
2015-08-10,1.300100
2015-08-11,1.310400
2015-08-12,1.297300
2015-08-13,1.306400
2015-08-14,1.309200
2015-08-17,1.308500
2015-08-18,1.305600
2015-08-19,1.311000
2015-08-20,1.308100
2015-08-21,1.316900
2015-08-24,1.326200
2015-08-25,1.334600
2015-08-26,1.332200
2015-08-27,1.321800
2015-08-28,1.321500
2015-08-31,1.315700
2015-09-01,1.322200
2015-09-02,1.327100
2015-09-03,1.319400
2015-09-04,1.326500
2015-09-08,1.320500
2015-09-09,1.325000
2015-09-10,1.322800
2015-09-11,1.325400
2015-09-14,1.325700
2015-09-15,1.324700
2015-09-16,1.317100
2015-09-17,1.317400
2015-09-18,1.321700
2015-09-21,1.324500
2015-09-22,1.325800
2015-09-23,1.334700
2015-09-24,1.331800
2015-09-25,1.331600
2015-09-28,1.339400
2015-09-29,1.341800
2015-09-30,1.334500
2015-10-01,1.325500
2015-10-02,1.316400
2015-10-05,1.308700
2015-10-06,1.302700
2015-10-07,1.306500
2015-10-08,1.301700
2015-10-09,1.293700
2015-10-13,1.301900
2015-10-14,1.292200
2015-10-15,1.284700
2015-10-16,1.291100
2015-10-19,1.301900
2015-10-20,1.298200
2015-10-21,1.313700
2015-10-22,1.310700
2015-10-23,1.317500
2015-10-26,1.316300
2015-10-27,1.326600
2015-10-28,1.319200
2015-10-29,1.316700
2015-10-30,1.307500
2015-11-02,1.309900
2015-11-03,1.305200
2015-11-04,1.315700
2015-11-05,1.316800
2015-11-06,1.329600
2015-11-09,1.327500
2015-11-10,1.326500
2015-11-12,1.328200
2015-11-13,1.331800
2015-11-16,1.332500
2015-11-17,1.330800
2015-11-18,1.331800
2015-11-19,1.329700
2015-11-20,1.334500
2015-11-23,1.337300
2015-11-24,1.330900
2015-11-25,1.329600
2015-11-26,1.329400
2015-11-27,1.337200
2015-11-30,1.335300
2015-12-01,1.336400
2015-12-02,1.334900
2015-12-03,1.333800
2015-12-04,1.337700
2015-12-07,1.351300
2015-12-08,1.358700
2015-12-09,1.356400
2015-12-10,1.363200
2015-12-11,1.374200
2015-12-14,1.373800
2015-12-15,1.373800
2015-12-16,1.378500
2015-12-17,1.395000
2015-12-18,1.394500
2015-12-21,1.396500
2015-12-22,1.393700
2015-12-23,1.385700
2015-12-24,1.384500
2015-12-29,1.382300
2015-12-30,1.388500
2015-12-31,1.384000
2016-01-04,1.394100
2016-01-05,1.398900
2016-01-06,1.408000
2016-01-07,1.409700
2016-01-08,1.414900
2016-01-11,1.422300
2016-01-12,1.425700
2016-01-13,1.434500
2016-01-14,1.436200
2016-01-15,1.453000
2016-01-18,1.455700
2016-01-19,1.455900
2016-01-20,1.449000
2016-01-21,1.427900
2016-01-22,1.415000
2016-01-25,1.427000
2016-01-26,1.407500
2016-01-27,1.410300
2016-01-28,1.404800
2016-01-29,1.400600
2016-02-01,1.393000
2016-02-02,1.402700
2016-02-03,1.377300
2016-02-04,1.374500
2016-02-05,1.390800
2016-02-08,1.393400
2016-02-09,1.387900
2016-02-10,1.393300
2016-02-11,1.392100
2016-02-12,1.386100
2016-02-16,1.388100
2016-02-17,1.370500
2016-02-18,1.374900
2016-02-19,1.376900
2016-02-22,1.371200
2016-02-23,1.376800
2016-02-24,1.368700
2016-02-25,1.354100
2016-02-26,1.351400
2016-02-29,1.353100
2016-03-01,1.341400
2016-03-02,1.342700
2016-03-03,1.339600
2016-03-04,1.332400
2016-03-07,1.327600
2016-03-08,1.341600
2016-03-09,1.325000
2016-03-10,1.334600
2016-03-11,1.323100
2016-03-14,1.326700
2016-03-15,1.336200
2016-03-16,1.312200
2016-03-17,1.298900
2016-03-18,1.303700
2016-03-21,1.308500
2016-03-22,1.303500
2016-03-23,1.321400
2016-03-24,1.324000
2016-03-28,1.318100
2016-03-29,1.306500
2016-03-30,1.296500
2016-03-31,1.298700
2016-04-01,1.301400
2016-04-04,1.307200
2016-04-05,1.315700
2016-04-06,1.309400
2016-04-07,1.314400
2016-04-08,1.300200
2016-04-11,1.289900
2016-04-12,1.275900
2016-04-13,1.281500
2016-04-14,1.284900
2016-04-15,1.283700
2016-04-18,1.279700
2016-04-19,1.266000
2016-04-20,1.265000
2016-04-21,1.272700
2016-04-22,1.267100
2016-04-25,1.268600
2016-04-26,1.262100
2016-04-27,1.261900
2016-04-28,1.254900
2016-04-29,1.254800
2016-05-02,1.253600
2016-05-03,1.271300
2016-05-04,1.287000
2016-05-05,1.286800
2016-05-06,1.291900
2016-05-09,1.296300
2016-05-10,1.291600
2016-05-11,1.285100
2016-05-12,1.283400
2016-05-13,1.293500
2016-05-16,1.289600
2016-05-17,1.290300
2016-05-18,1.302300
2016-05-19,1.310500
2016-05-20,1.312400
2016-05-24,1.314600
2016-05-25,1.302200
2016-05-26,1.297000
2016-05-27,1.303800
2016-05-30,1.305100
2016-05-31,1.311000
2016-06-01,1.306700
2016-06-02,1.310500
2016-06-03,1.294300
2016-06-06,1.280700
2016-06-07,1.277100
2016-06-08,1.269600
2016-06-09,1.271300
2016-06-10,1.275700
2016-06-13,1.280700
2016-06-14,1.285300
2016-06-15,1.292600
2016-06-16,1.296100
2016-06-17,1.287800
2016-06-20,1.280900
2016-06-21,1.281100
2016-06-22,1.283900
2016-06-23,1.277200
2016-06-24,1.299900
2016-06-27,1.307300
2016-06-28,1.303500
2016-06-29,1.297500
2016-06-30,1.291700
2016-07-04,1.285600
2016-07-05,1.301600
2016-07-06,1.295900
2016-07-07,1.300300
2016-07-08,1.304000
2016-07-11,1.312100
2016-07-12,1.303000
2016-07-13,1.298600
2016-07-14,1.289800
2016-07-15,1.293700
2016-07-18,1.293700
2016-07-19,1.302800
2016-07-20,1.305500
2016-07-21,1.308600
2016-07-22,1.314600
2016-07-25,1.322000
2016-07-26,1.318900
2016-07-27,1.319100
2016-07-28,1.316100
2016-07-29,1.305600
2016-08-02,1.310200
2016-08-03,1.307100
2016-08-04,1.302200
2016-08-05,1.316400
2016-08-08,1.316300
2016-08-09,1.312300
2016-08-10,1.306400
2016-08-11,1.298000
2016-08-12,1.296200
2016-08-15,1.291700
2016-08-16,1.285300
